VBELN,ERDAT,AUART,KUNNR
2000000912,2025-08-03,OR,0000000306
2000000416,2024-05-19,OR,0000000235
2000003775,2025-06-16,OR,0000000242
2000009301,2024-08-03,OR,0000000349
2000007445,2022-09-11,OR,0000000422
2000004866,2023-03-05,OR,0000000310
2000005651,2025-03-19,OR,0000000241
2000001184,2025-04-19,OR,0000000155
2000006740,2025-03-10,OR,0000000076
2000002449,2024-03-26,OR,0000000089
2000009722,2023-01-01,OR,0000000423
2000006851,2022-09-01,OR,0000000053
2000003601,2023-11-28,OR,0000000057
2000007219,2023-08-27,OR,0000000087
2000008340,2025-07-25,OR,0000000265
2000002793,2024-02-18,OR,0000000409
2000005360,2024-05-19,OR,0000000439
2000007904,2023-01-29,OR,0000000478
2000000276,2023-03-22,OR,0000000303
2000009551,2024-05-12,OR,0000000002
2000005174,2023-10-05,OR,0000000126
2000008814,2025-06-13,OR,0000000151
2000002804,2023-02-25,OR,0000000209
2000006039,2025-05-15,RE,0000000200
2000008753,2023-10-15,OR,0000000002
2000008714,2023-02-23,OR,0000000500
2000005275,2022-09-21,OR,0000000406
2000007659,2023-11-25,RE,0000000336
2000003928,2022-09-16,SO,0000000425
2000000956,2024-10-22,OR,0000000493
2000009971,2023-07-09,RE,0000000241
2000007961,2023-04-26,OR,0000000270
2000005276,2025-02-26,OR,0000000339
2000007392,2023-04-22,RE,0000000411
2000002593,2025-06-25,SO,0000000185
2000008462,2024-02-04,OR,0000000374
2000007157,2023-07-07,OR,0000000197
2000007212,2024-07-24,RE,0000000156
2000008687,2024-08-07,OR,0000000258
2000006243,2024-07-31,OR,0000000022
2000003183,2023-02-15,OR,0000000178
2000002810,2023-04-19,OR,0000000249
2000002999,2024-06-10,OR,0000000010
2000009324,2025-03-29,OR,0000000194
2000000181,2024-05-11,OR,0000000246
2000005141,2023-08-16,OR,0000000227
2000004018,2024-01-11,OR,0000000496
2000002711,2024-01-15,OR,0000000257
2000006797,2024-06-14,RE,0000000165
2000004710,2023-04-21,RE,0000000352
2000006456,2023-01-07,OR,0000000318
2000000683,2024-08-05,OR,0000000369
2000002618,2022-08-27,OR,0000000404
2000007247,2023-04-30,OR,0000000373
2000005497,2022-12-22,OR,0000000299
2000009155,,OR,0000000090
2000006753,2025-03-09,OR,0000000335
2000001837,2023-11-13,OR,0000000315
2000000428,2022-09-13,OR,0000000292
2000007255,,OR,0000000223
2000003858,2024-09-30,OR,0000000247
2000003263,2024-12-01,OR,0000000136
2000009193,2024-09-22,OR,0000000305
2000002800,2023-01-24,OR,0000000114
2000001736,2025-07-19,OR,0000000228
2000001009,2024-06-14,OR,0000000346
2000007548,2023-08-20,OR,0000000222
2000005006,2024-05-28,OR,0000000476
2000003845,2025-06-24,OR,0000000484
2000007592,2023-03-06,OR,0000000165
2000002014,2024-05-20,OR,0000000453
2000001925,2023-11-21,SO,0000000228
2000006438,2025-02-11,RE,0000000006
2000009016,2025-03-21,SO,0000000077
2000006941,2024-10-22,OR,0000000310
2000007742,2023-03-09,OR,0000000234
2000009141,2025-04-29,OR,0000000498
2000006916,2023-04-18,OR,0000000431
2000004731,2024-05-05,OR,0000000336
2000007413,2025-02-15,OR,0000000469
2000004757,2023-08-01,RE,0000000438
2000008440,2024-06-11,RE,0000000420
2000003097,2025-06-28,OR,0000000081
2000005713,2024-04-06,RE,0000000114
2000002975,2023-09-28,OR,0000000413
2000001772,2023-12-25,OR,0000000120
2000000384,2022-10-23,RE,0000000475
2000005977,2023-06-11,OR,0000000058
2000007276,2026-04-21,OR,0000000122
2000004535,2025-06-04,OR,0000000468
2000006338,2024-11-08,OR,0000000402
2000001319,2024-11-29,SO,0000000128
2000008671,2023-11-15,OR,0000000365
2000003701,2023-09-08,OR,0000000125
2000005738,2022-09-04,OR,0000000206
2000000539,2024-04-23,OR,0000000295
2000008317,2025-05-31,OR,0000000098
2000002742,2025-08-02,OR,0000000141
2000008179,2024-05-16,RE,0000000315
2000004944,2023-02-08,OR,0000000497
2000000727,2024-02-16,RE,0000000287
2000003896,2024-10-22,OR,0000000002
2000005116,2025-04-07,OR,0000000365
2000001420,2025-03-21,RE,0000000337
2000004549,2022-11-20,OR,0000000151
2000002946,2024-05-12,OR,0000000271
2000006247,2024-08-11,SO,0000000059
2000009590,2023-07-14,OR,0000000014
2000001550,2024-10-30,OR,0000000208
2000003057,2025-07-24,OR,0000000146
2000006072,2024-12-03,OR,0000000025
2000003041,2024-08-31,OR,0000000299
2000000427,2023-11-07,OR,0000000490
2000000635,2024-01-27,OR,0000000206
2000001015,2024-08-19,OR,0000000320
2000009253,2025-08-05,OR,0000000416
2000000315,2023-07-24,OR,0000000126
2000002269,2022-12-10,OR,0000000064
2000003120,2024-06-18,OR,0000000106
2000009762,2024-09-01,OR,0000000180
2000009509,2024-01-27,OR,0000000420
2000007109,2024-05-26,OR,0000000446
2000008280,2025-04-26,OR,0000000222
2000001307,2023-05-17,OR,0000000281
2000004911,2022-08-30,SO,0000000032
2000009464,2024-11-22,OR,0000000273
2000006206,2024-02-26,OR,0000000146
2000002375,2025-08-20,OR,0000000429
2000004567,,OR,0000000198
2000000470,2025-05-04,OR,0000000022
2000000536,2024-02-03,OR,0000000001
2000003244,2023-07-18,OR,0000000244
2000005649,2024-09-09,OR,0000000247
2000009675,2023-06-28,OR,0000000361
2000009107,2023-12-27,OR,0000000215
2000007028,2024-04-07,OR,0000000389
2000003671,,OR,0000000152
2000008802,2025-06-24,OR,0000000384
2000007737,2024-01-25,OR,0000000410
2000003667,2023-11-09,RE,0000000052
2000001490,2023-09-25,OR,0000000176
2000004977,2023-10-06,OR,0000000498
2000007854,2025-04-15,OR,0000000495
2000008539,2023-10-27,RE,0000000320
2000005896,2023-08-06,OR,0000000239
2000000623,2024-01-25,OR,0000000289
2000004133,2024-11-29,OR,0000000424
2000003121,2025-02-01,OR,0000000481
2000006093,2024-05-27,OR,0000000432
2000009661,2023-03-06,OR,0000000123
2000003962,2023-02-01,OR,0000000399
2000006611,2022-09-03,OR,0000000324
2000005634,2023-09-05,OR,0000000433
2000006176,2022-11-13,OR,0000000343
2000000824,2025-03-19,OR,0000000359
2000005414,2023-12-14,OR,0000000091
2000008080,2025-04-01,OR,0000000095
2000000017,2025-01-20,OR,0000000136
2000000430,2023-08-02,OR,0000000457
2000007744,2023-01-06,OR,0000000468
2000007934,2025-01-03,OR,0000000261
2000006919,2022-09-01,OR,0000000295
2000007911,2024-02-21,OR,0000000394
2000007721,2023-06-02,OR,0000000244
2000005640,2024-04-07,OR,0000000229
2000008756,2023-07-26,OR,0000000359
2000000767,2022-10-27,OR,0000000424
2000003308,2023-09-20,OR,0000000106
2000000342,2025-04-10,RE,0000000073
2000009566,2022-10-20,OR,0000000265
2000000109,2025-07-17,OR,0000000371
2000000284,,OR,0000000075
2000007593,2023-06-15,OR,0000000244
2000004521,2022-11-06,OR,0000000356
2000000098,2024-05-14,OR,0000000441
2000002552,2025-08-11,SO,0000000303
2000009544,2023-09-18,OR,0000000350
2000007398,2025-01-10,RE,0000000492
2000007725,2022-10-04,OR,0000000332
2000007050,2024-10-31,OR,0000000436
2000001101,2025-01-04,SO,0000000040
2000002394,2025-08-22,RE,0000000408
2000009816,2024-05-29,OR,0000000179
2000005223,2024-10-30,OR,0000000130
2000001741,2024-02-29,RE,0000000256
2000004903,2022-10-12,OR,0000000030
2000004655,2024-02-27,OR,0000000384
2000008858,2025-02-07,OR,0000000277
2000007182,2024-04-15,RE,0000000461
2000003690,2022-11-21,SO,0000000124
2000007038,2022-12-12,OR,0000000386
2000008352,2024-02-25,OR,0000000044
2000009145,2022-10-07,OR,0000000332
2000003561,2022-10-01,OR,0000000136
2000002757,2024-02-02,RE,0000000315
2000007908,2024-12-12,OR,0000000014
2000007861,2024-10-14,RE,0000000181
2000004993,2025-01-08,RE,0000000007
2000001060,2023-12-06,OR,0000000171
2000002276,2024-10-25,OR,0000000160
2000000301,2023-05-25,OR,0000000006
2000008776,2024-07-01,OR,0000000025
2000006793,2025-04-23,OR,0000000117
2000006136,2023-02-17,OR,0000000113
2000002884,2025-02-09,OR,0000000083
2000005608,2024-01-12,OR,0000000414
2000007622,2023-08-25,RE,0000000470
2000000331,2024-10-09,RE,0000000364
2000000274,2024-05-19,OR,0000000334
2000002477,2025-01-31,OR,0000000022
2000002077,2023-02-19,OR,0000000396
2000002365,2024-02-05,OR,0000000318
2000000467,2023-05-19,OR,0000000006
2000006884,,OR,0000000255
2000007314,2025-07-25,SO,0000000223
2000000925,2023-04-23,OR,0000000096
2000004232,2023-05-18,OR,0000000435
2000001208,2022-10-22,OR,0000000227
2000000353,2025-03-26,OR,0000000068
2000008229,2023-08-27,OR,0000000355
2000008020,2022-10-14,OR,0000000090
2000006358,2024-06-25,OR,0000000147
2000002842,2025-02-23,OR,0000000268
2000001825,2022-09-29,OR,0000000185
2000007931,2025-06-05,OR,0000000423
2000007225,2024-06-27,OR,0000000391
2000004041,,OR,0000000258
2000002488,2023-01-23,OR,0000000087
2000007318,2022-11-07,OR,0000000150
2000008219,2025-03-01,OR,0000000142
2000006853,2025-07-20,OR,0000000131
2000009963,2025-02-16,OR,0000000351
2000007364,2023-10-01,OR,0000000491
2000006389,2025-05-06,OR,0000000107
2000007299,2024-03-13,OR,0000000158
2000001281,2024-08-06,RE,0000000287
2000005292,2025-12-09,OR,0000000088
2000001865,2023-09-12,OR,0000000303
2000008577,,OR,0000000090
2000002750,2024-11-24,OR,0000000217
2000000760,2024-07-23,OR,0000000216
2000006369,2022-10-18,RE,0000000176
2000007803,2022-09-16,OR,0000000315
2000008854,2025-01-09,SO,0000000163
2000006739,2023-05-21,OR,0000000108
2000000699,2025-01-22,OR,0000000237
2000003324,2023-07-05,OR,0000000194
2000006883,2025-03-05,RE,0000000426
2000003328,2023-08-27,OR,0000000463
2000003499,2025-07-12,SO,0000000097
2000007735,2024-01-16,OR,0000000447
2000002712,2024-06-18,OR,0000000443
2000005209,2025-06-18,OR,0000000066
2000006674,2023-01-06,OR,0000000036
2000007076,2023-12-10,OR,0000000265
2000008614,2023-12-13,OR,0000000382
2000007360,2023-04-09,OR,0000000473
2000009205,2023-03-18,OR,0000000438
2000003330,2024-11-11,OR,0000000342
2000006515,2023-06-22,OR,0000000277
2000003260,2023-03-20,OR,0000000215
2000009788,2023-04-24,OR,0000000294
2000003084,2024-01-30,RE,0000000016
2000004308,2024-02-22,OR,0000000176
2000007098,2024-03-25,OR,0000000433
2000006082,2023-01-02,RE,0000000094
2000005107,2023-09-12,OR,0000000358
2000002208,2023-04-13,RE,0000000428
2000008853,2023-11-02,OR,0000000108
2000008271,2024-03-30,OR,0000000169
2000007530,2025-02-06,OR,0000000065
2000000857,2023-04-23,OR,0000000217
2000000217,2024-10-15,OR,0000000137
2000006037,2025-08-20,OR,0000000119
2000001277,2025-05-04,OR,0000000020
2000001846,2022-09-13,OR,0000000142
2000003975,2024-10-02,OR,0000000500
2000007185,2023-01-30,OR,0000000490
2000002846,2022-09-19,OR,0000000145
2000008377,2022-09-21,OR,0000000356
2000006979,2025-07-16,RE,0000000182
2000005372,2023-02-10,OR,0000000273
2000000366,,OR,0000000131
2000003223,2024-12-07,OR,0000000453
2000007337,2025-05-13,SO,0000000375
2000002501,2024-09-19,OR,0000000473
2000009382,2023-07-09,OR,0000000202
2000000963,2023-11-30,OR,0000000042
2000000178,2024-03-06,OR,0000000490
2000009100,2025-05-01,OR,0000000276
2000003864,2022-12-01,OR,0000000321
2000004588,2024-01-11,OR,0000000439
2000002909,2024-03-31,OR,0000000181
2000006466,2023-08-02,OR,0000000052
2000007166,2023-08-02,OR,0000000016
2000009636,2024-05-28,OR,0000000199
2000006836,2024-11-03,OR,0000000349
2000003182,2024-07-15,OR,0000000320
2000004836,2024-04-09,OR,0000000104
2000009679,2023-12-14,OR,0000000013
2000008650,2022-11-23,OR,0000000180
2000006667,2024-08-05,OR,0000000067
2000007388,2024-04-06,OR,0000000240
2000002141,2025-07-08,OR,0000000275
2000003787,2023-07-05,OR,0000000236
2000004870,2025-04-29,OR,0000000055
2000000070,2023-03-05,SO,0000000217
2000007080,2025-09-29,OR,0000000102
2000008768,2023-04-19,RE,0000000013
2000005183,2023-11-28,OR,0000000475
2000007595,,OR,0000000115
2000005664,2024-12-22,OR,0000000308
2000009000,2024-09-16,OR,0000000401
2000008237,2024-06-22,OR,0000000086
2000000775,2025-03-15,OR,0000000093
2000005246,2025-07-18,OR,0000000200
2000003473,2023-09-12,OR,0000000111
2000008682,2024-07-27,OR,0000000306
2000008279,2025-05-15,OR,0000000330
2000003452,2025-04-25,OR,0000000338
2000000761,2025-04-17,OR,0000000400
2000009822,2022-12-24,OR,0000000036
2000000755,2025-02-06,RE,0000000110
2000003111,2023-06-29,RE,0000000296
2000006845,2023-12-01,OR,0000000256
2000005870,2024-03-30,RE,0000000189
2000004865,2024-07-28,OR,0000000109
2000003698,2024-08-22,OR,0000000063
2000009938,2024-08-31,SO,0000000033
2000003548,2025-06-12,OR,0000000237
2000005103,2025-05-14,OR,0000000069
2000009373,2024-11-06,OR,0000000363
2000004760,2022-10-05,OR,0000000316
2000005968,2022-12-25,OR,0000000284
2000006099,2023-10-17,OR,0000000065
2000006718,2024-03-29,OR,0000000052
2000008042,2024-11-05,OR,0000000471
2000001253,2024-05-30,OR,0000000429
2000008554,2023-07-03,OR,0000000489
2000009869,2024-01-31,OR,0000000327
2000004316,2023-10-01,OR,0000000108
2000003681,2024-10-26,OR,0000000085
2000002018,2024-03-21,OR,0000000445
2000000669,2024-03-30,OR,0000000319
2000005124,2022-12-16,OR,0000000091
2000004059,2024-11-15,OR,0000000345
2000008550,2024-07-05,RE,0000000330
2000005075,2023-10-04,RE,0000000077
2000007767,2024-12-06,OR,0000000123
2000001899,2025-06-19,OR,0000000312
2000004204,2025-01-09,RE,0000000044
2000009663,2023-08-26,OR,0000000315
2000001059,2024-05-30,SO,0000000447
2000002082,2025-02-14,RE,0000000320
2000009904,2023-02-08,OR,0000000260
2000000167,2024-06-14,OR,0000000051
2000006568,2024-04-13,OR,0000000320
2000009166,2025-05-18,SO,0000000037
2000000417,2022-08-30,OR,0000000316
2000002168,2025-02-22,OR,0000000248
2000003577,2024-11-12,OR,0000000175
2000002086,2024-01-27,OR,0000000268
2000001731,2023-10-27,OR,0000000476
2000009199,2024-04-28,OR,0000000493
2000004326,2023-10-08,RE,0000000066
2000006410,2025-04-13,OR,0000000224
2000009334,2024-01-13,OR,0000000312
2000000950,2022-11-18,OR,0000000343
2000002863,2024-05-28,SO,0000000408
2000002686,2022-11-20,RE,0000000176
2000009379,2025-05-07,OR,0000000057
2000009906,2023-01-29,OR,0000000299
2000008348,2023-09-27,OR,0000000332
2000003780,2024-04-03,OR,0000000372
2000001295,2023-03-25,OR,0000000080
2000008769,2024-03-06,OR,0000000169
2000003678,2023-05-17,OR,0000000140
2000003219,2022-12-30,SO,0000000097
2000001791,2025-03-03,OR,0000000343
2000007615,2023-10-23,OR,0000000439
2000008149,2023-07-17,OR,0000000057
2000005163,2023-06-20,RE,0000000464
2000004617,2024-05-23,OR,0000000220
2000006569,2025-05-30,OR,0000000434
2000000885,2024-09-13,OR,0000000384
2000004066,2023-04-23,OR,0000000116
2000005588,2024-09-12,OR,0000000046
2000009447,2023-08-31,RE,0000000080
2000000940,2025-01-29,OR,0000000378
2000002327,2024-06-04,OR,0000000064
2000003273,2025-06-12,OR,0000000433
2000008424,2025-04-27,OR,0000000257
2000009207,2023-05-07,OR,0000000169
2000008517,2025-04-22,OR,0000000030
2000003086,2023-07-07,RE,0000000441
2000004389,2023-07-29,OR,0000000132
2000004049,2023-01-06,OR,0000000400
2000002258,2023-07-01,OR,0000000336
2000007161,2024-09-22,OR,0000000433
2000001982,2025-06-28,OR,0000000180
2000005091,2025-06-17,RE,0000000053
2000005357,2023-05-27,OR,0000000350
2000003717,2023-04-10,OR,0000000107
2000007814,2022-10-17,OR,0000000328
2000002648,2024-03-18,RE,0000000276
2000002774,2025-06-19,OR,0000000258
2000004720,2025-07-19,OR,0000000277
2000005652,2025-02-15,OR,0000000464
2000001696,2023-10-14,SO,0000000105
2000006573,2023-03-12,OR,0000000157
2000004881,2024-07-08,OR,0000000372
2000002650,2022-12-17,OR,0000000344
2000001726,2025-07-18,OR,0000000052
2000001315,2024-04-29,RE,0000000149
2000004271,2022-10-15,OR,0000000058
2000007577,2023-04-24,RE,0000000125
2000009641,2023-06-21,OR,0000000451
2000007198,,OR,0000000176
2000009416,2022-10-05,OR,0000000454
2000002128,2025-04-27,OR,0000000260
2000004424,2024-09-09,OR,0000000014
2000006609,2024-09-03,OR,0000000107
2000008018,2025-02-03,OR,0000000306
2000002922,2025-02-28,OR,0000000438
2000008816,2023-05-28,OR,0000000486
2000001805,2023-11-24,OR,0000000292
2000009550,2023-03-10,OR,0000000223
2000005082,2023-12-31,OR,0000000370
2000006092,2023-05-16,OR,0000000228
2000003014,2022-12-28,OR,0000000178
2000002133,2025-03-24,RE,0000000417
2000001098,2025-04-28,OR,0000000214
2000006710,2023-07-02,OR,0000000253
2000000226,2023-06-14,OR,0000000177
2000000651,2022-10-01,RE,0000000054
2000008680,2022-09-21,OR,0000000303
2000003189,2025-02-10,OR,0000000236
2000008708,2023-02-12,RE,0000000315
2000001941,2023-09-21,OR,0000000373
2000003051,2022-12-07,RE,0000000235
2000000588,2025-08-23,OR,0000000490
2000001601,2023-05-31,OR,0000000105
2000005611,2025-09-22,OR,0000000480
2000006799,2023-09-08,OR,0000000322
2000006468,2022-08-30,OR,0000000213
2000002482,2022-12-06,OR,0000000450
2000009272,2023-12-27,OR,0000000210
2000005919,2023-04-30,OR,0000000277
2000004889,2024-10-31,OR,0000000076
2000009793,2022-12-11,OR,0000000253
2000006773,2023-03-14,OR,0000000121
2000007114,2024-01-09,OR,0000000365
2000002508,2023-10-03,OR,0000000260
2000009164,2023-05-20,OR,0000000211
2000002164,2022-10-01,RE,0000000386
2000002902,2025-01-15,OR,0000000117
2000005727,2025-02-23,OR,0000000283
2000000346,2025-04-11,OR,0000000298
2000006591,2022-11-29,OR,0000000172
2000007761,2025-01-22,OR,0000000490
2000005175,2025-07-07,OR,0000000491
2000007657,2025-04-01,OR,0000000285
2000008728,2023-11-17,SO,0000000117
2000006405,2022-10-27,OR,0000000500
2000001303,2023-11-27,RE,0000000315
2000007266,2023-08-16,OR,0000000291
2000004819,2024-02-29,SO,0000000317
2000000180,2024-07-31,OR,0000000234
2000002651,2023-10-25,OR,0000000317
2000003912,2024-04-26,OR,0000000143
2000003676,2022-10-21,OR,0000000350
2000001986,2024-12-23,OR,0000000240
2000006670,,OR,0000000422
2000007655,2025-03-23,RE,0000000383
2000008358,2024-08-19,OR,0000000152
2000000668,2023-05-06,OR,0000000442
2000009580,2022-11-15,RE,0000000141
2000008786,2023-08-07,OR,0000000464
2000009240,2024-01-25,OR,0000000139
2000002312,2023-09-13,SO,0000000039
2000009977,2023-02-06,OR,0000000324
2000000678,2023-04-12,OR,0000000411
2000002078,2024-10-17,OR,0000000472
2000009074,2024-02-07,OR,0000000026
2000001655,2025-01-11,OR,0000000400
2000004405,2025-06-21,RE,0000000398
2000005003,2024-05-25,RE,0000000187
2000008320,2022-10-10,OR,0000000459
2000001988,2024-06-17,OR,0000000001
2000002210,2025-08-05,SO,0000000119
2000000655,2023-04-16,OR,0000000471
2000004673,2023-01-30,OR,0000000255
2000006762,2025-08-07,RE,0000000181
2000003419,2024-09-01,OR,0000000060
2000008411,2024-12-22,OR,0000000428
2000002928,2023-11-17,OR,0000000176
2000009098,2022-10-12,OR,0000000096
2000009453,2023-04-03,OR,0000000230
2000001911,2024-07-03,OR,0000000329
2000004285,2025-01-14,OR,0000000354
2000002599,2023-10-05,OR,0000000157
2000005633,2024-10-31,OR,0000000188
2000009103,2023-06-19,OR,0000000092
2000008146,2025-12-02,SO,0000000222
2000003859,2024-02-07,OR,0000000042
2000003763,2024-12-29,OR,0000000372
2000004157,2022-12-25,OR,0000000023
2000008946,2025-07-07,OR,0000000010
2000003543,2024-03-20,OR,0000000357
2000003009,2024-08-12,SO,0000000222
2000008820,,RE,0000000393
2000005737,2022-12-29,OR,0000000471
2000009471,2024-04-08,SO,0000000228
2000006375,2023-12-01,OR,0000000042
2000003943,2024-02-11,OR,0000000453
2000000329,2023-03-02,RE,0000000057
2000009246,2022-11-21,OR,0000000465
2000005164,2024-10-24,OR,0000000150
2000002635,2024-11-02,RE,0000000274
2000009504,2022-11-02,OR,0000000243
2000004910,2025-01-18,OR,0000000298
2000000724,2024-04-23,OR,0000000476
2000004957,2023-09-03,OR,0000000230
2000003257,2022-11-28,OR,0000000365
2000008082,2024-02-29,OR,0000000099
2000001336,2023-07-23,RE,0000000105
2000006429,2024-01-02,OR,0000000326
2000002087,2023-06-21,OR,0000000074
2000009068,2022-10-19,RE,0000000383
2000009344,2022-12-23,OR,0000000031
2000001884,2024-04-01,OR,0000000291
2000005312,2022-11-20,OR,0000000192
2000006189,2022-10-24,OR,0000000298
2000005023,2023-09-03,SO,0000000365
2000000072,2025-05-14,OR,0000000296
2000007747,2024-05-15,OR,0000000008
2000005152,2024-11-02,OR,0000000478
2000007055,2023-11-23,OR,0000000053
2000006935,2025-07-15,OR,0000000485
2000005888,2024-06-29,SO,0000000070
2000004690,2024-11-13,OR,0000000387
2000008910,2023-09-11,OR,0000000299
2000003329,2024-06-24,OR,0000000468
2000006303,2023-02-16,OR,0000000457
2000000129,2025-07-17,OR,0000000067
2000001851,2025-04-24,OR,0000000408
2000005735,2024-11-03,OR,0000000491
2000005938,2024-11-10,OR,0000000026
2000003467,2024-02-13,OR,0000000371
2000002233,2025-04-14,OR,0000000074
2000008548,2024-12-29,RE,0000000224
2000003776,2022-11-19,OR,0000000472
2000001684,2023-12-16,OR,0000000354
2000003754,2025-06-20,OR,0000000392
2000000707,2023-01-16,RE,0000000283
